,Mobile,Title,Rating,Text,Sentiments
193,Apple iPhone 11 Pro,Camera,5.0,get today look really sexy awesome camera display thank apple,Very Positive
194,Apple iPhone 11 Pro,bad,3.0,box open,Netural
195,Apple iPhone 11 Pro,Automatically getting restart & keeps getting hang,4.0,phone restart customer support use end defective phone spend close lakh,Netural
196,Apple iPhone 11 Pro,Good phone with super camara,1.0,excellent camera nothing else new obviously processor speed good,Positive
197,Apple iPhone 11 Pro,I'm too rich for this.,1.0,cheap like cheap things,Negative
198,Apple iPhone 11 Pro,Worst product,4.0,worst product get heatup much request amazon replace help disappoint,Very Negative
199,Apple iPhone 11 Pro,Not worth,1.0,charge phone get unlock problems iam nt understand mobile r iphones return policy give weeks wat problem find week,Negative
200,OPPO Find X2,Not a phone for everyone,5.0,phone make sense specific set people buy lot deliberation whether go one plus way oppo find x person use super heavy user atleast full charge day game professional use email conf call video choose one barely three factor min get near full charge phone worth one reason screen hz screen make huge difference compare speaker one best speakers plus k discount one time screen replacement warranty con charger shape ideal plug interfere next plug point switch lighter cable higher quality coloros actually turn way better think minimalist material design fast still provide option remove remain box apps worry ip camera last years drop phone pool least get break screen use camera phone much never factor look use phone last years count make sense usage leave things,Negative
201,OPPO Find X2,Absolute Beast With Bestest Display 🥰,3.0,even think point time easy back android use iphone use oppo find x thoughts totally blow away performance get love build quality even tell u display tell u one thing oppo find x best display smartphone planet earth till today way charge battery w supervooc charger insane let tell u pros first display bestest smartphone ever flawless performance best chipset inside world fastest charge phone superfast read n write speed ufs storage good camera best need software upgrade better haptic motor compare flagships best sound price range android marketnow talk con battery backup upto flagship level hurt much w supervooc charger always get accidental touch due curve display bite slippery get fingerprint back glass hardcase provide box quality pre apply screen protector bad single good quality screen protector case find anywhere till bite annoy highly recommend go one oppo find x real flagship,Very Positive
202,OPPO Find X2,Super,5.0,true flagship,Netural
203,OPPO Find X2,Flagship from Oppo !,5.0,display top notch video stream absolute pleasure use phone ultra vision engine dolby atmos stand charge around mins photos good videos far better expect auto focus speed stability highlight ui clean color os definetely get better heat issue get clear hrs screen time heavy usage hz auto fhd qhd day use update thoughts spend time edit attatched camera sample weeks use display one best video stream one best experience use netflix youtube charge battery battery last hrs heavy usage constantly fully charge minutes battery standby also good camera good depend individuals use person demand cam good experience front camera really good give decent selfies observe dynamic range difference shift normal ultrawide sensor heat issue heavy usage charge observe record video regions around rear cam get heat record much issue ui okayish could definitely improve use oneplus years shift oxygen color os observable one hand mode great use curve edge design beautiful case send along phone also good charger wire could better quality also unavailability quality case phone wait buy oneplus pro due unavailability display issue go one regret almost identical oneplus offer except smaller ultrawide camera sensors increase price k price would perfect around k k final verdict depend persons preference person would want premium feel smartphone excellent display video streming experience good design good camera setup fast charge go one would definitely win hearts quality product oppo,Very Positive
204,OPPO Find X2,Wonderful phone ...,5.0,wonderful product love charge mins display awesome speed hz refresh rate add phone battery life little concern superb phone bring first day sale phone look premium curve display ceramic back super grip overall superb better one plus pro,Very Positive
205,OPPO Find X2,OPPO Findx2  Elegant phone with best of technology,5.0,read products review everywhere youtube news article initially little sceptical invest k oppo product deliver overall experience oppo totally change aware oneplus manufacture oppo hence quality durability never barrier oneplus market online oppo offline difference rest everything come product oppo find x impress st impression box product make sure customer feel premium first look admit invest lot box screen main usp product use apple samsung earlier find x best best term screen hz refresh rate resolution everything best eye protection flicker free screen worry web series charge w charge unbelievable never wait charge phone plug phone ready single day watch netflix hours battery consume processor best qualcomm processor think slow speed history g enable cherry cake better expect flagship phone think next two year upgrade phone wifi never think wifi version make difference network speed lag free never find delay open page overall best phone premium segment think twice really want purchase phone invest brand go oppo find x,Negative
206,OPPO Find X2,"Beat charging, Icon in the notification and battery icon wifi Icon and all stock icons are cheap",5.0,phone awesome great camera however buy expensive phone get bloatware fast charge amaze best thing phonenow things like phone icons compare another premium phone like oneplus samsung stock icons look sharp define icons notification panel look chinese cheap pure cheap talk hardware amaze however software something like colour os software didnt like phone,Positive
207,OPPO Find X2,Don't Waste Your Hard Earned Money on this Hyped Phone !,5.0,oppo find x worst selfie camera possible even worst mid rangers like oppo reno rear camera use two year old sony imx sensor second day purchase much disappoint want refund possible,Very Negative
208,OPPO Find X2,Superb(a bit expensive)flagship phone from oppo,3.0,pros superb display par oneplus pro samsung series line hz qhd screen breathtaking main camera nd selfie cameras good charge mins game browse internet use phone breeze thank sd processor phone last hrs full charge normal usage phone build quality superb nd sturdy right oneplus nd samsung flagships colouros evolve comparable oneui samsung screen temper glass pre instal phone back cover give box also goodcons ultrawide camera average compare oneplus pro type c earphones give box mediocre k price tag inbuilt oppo app market show ads font nd theme customisation pay use ip miss flagship costly fingerprint sensor quick samsung series,Negative
209,OPPO Find X2,Great experience,1.0,suparb profermance soupar lookafter day experience feel real ultimatetoo many new experience phonemay cost much best look proforms,Positive
210,OPPO Find X2,Not a phone for everyone,5.0,phone make sense specific set people buy lot deliberation whether go one plus way oppo find x person use super heavy user atleast full charge day game professional use email conf call video choose one barely three factor min get near full charge phone worth one reason screen hz screen make huge difference compare speaker one best speakers plus k discount one time screen replacement warranty con charger shape ideal plug interfere next plug point switch lighter cable higher quality coloros actually turn way better think minimalist material design fast still provide option remove remain box apps worry ip camera last years drop phone pool least get break screen use camera phone much never factor look use phone last years count make sense usage leave things,Negative
211,OPPO Find X2,Absolute Beast With Bestest Display 🥰,3.0,even think point time easy back android use iphone use oppo find x thoughts totally blow away performance get love build quality even tell u display tell u one thing oppo find x best display smartphone planet earth till today way charge battery w supervooc charger insane let tell u pros first display bestest smartphone ever flawless performance best chipset inside world fastest charge phone superfast read n write speed ufs storage good camera best need software upgrade better haptic motor compare flagships best sound price range android marketnow talk con battery backup upto flagship level hurt much w supervooc charger always get accidental touch due curve display bite slippery get fingerprint back glass hardcase provide box quality pre apply screen protector bad single good quality screen protector case find anywhere till bite annoy highly recommend go one oppo find x real flagship,Very Positive
212,OPPO Find X2,Super,5.0,true flagship,Netural
213,OPPO Find X2,Flagship from Oppo !,5.0,display top notch video stream absolute pleasure use phone ultra vision engine dolby atmos stand charge around mins photos good videos far better expect auto focus speed stability highlight ui clean color os definetely get better heat issue get clear hrs screen time heavy usage hz auto fhd qhd day use update thoughts spend time edit attatched camera sample weeks use display one best video stream one best experience use netflix youtube charge battery battery last hrs heavy usage constantly fully charge minutes battery standby also good camera good depend individuals use person demand cam good experience front camera really good give decent selfies observe dynamic range difference shift normal ultrawide sensor heat issue heavy usage charge observe record video regions around rear cam get heat record much issue ui okayish could definitely improve use oneplus years shift oxygen color os observable one hand mode great use curve edge design beautiful case send along phone also good charger wire could better quality also unavailability quality case phone wait buy oneplus pro due unavailability display issue go one regret almost identical oneplus offer except smaller ultrawide camera sensors increase price k price would perfect around k k final verdict depend persons preference person would want premium feel smartphone excellent display video streming experience good design good camera setup fast charge go one would definitely win hearts quality product oppo,Very Positive
214,OPPO Find X2,Wonderful phone ...,5.0,wonderful product love charge mins display awesome speed hz refresh rate add phone battery life little concern superb phone bring first day sale phone look premium curve display ceramic back super grip overall superb better one plus pro,Very Positive
215,OPPO Find X2,OPPO Findx2  Elegant phone with best of technology,5.0,read products review everywhere youtube news article initially little sceptical invest k oppo product deliver overall experience oppo totally change aware oneplus manufacture oppo hence quality durability never barrier oneplus market online oppo offline difference rest everything come product oppo find x impress st impression box product make sure customer feel premium first look admit invest lot box screen main usp product use apple samsung earlier find x best best term screen hz refresh rate resolution everything best eye protection flicker free screen worry web series charge w charge unbelievable never wait charge phone plug phone ready single day watch netflix hours battery consume processor best qualcomm processor think slow speed history g enable cherry cake better expect flagship phone think next two year upgrade phone wifi never think wifi version make difference network speed lag free never find delay open page overall best phone premium segment think twice really want purchase phone invest brand go oppo find x,Negative
216,OPPO Find X2,"Beat charging, Icon in the notification and battery icon wifi Icon and all stock icons are cheap",5.0,phone awesome great camera however buy expensive phone get bloatware fast charge amaze best thing phonenow things like phone icons compare another premium phone like oneplus samsung stock icons look sharp define icons notification panel look chinese cheap pure cheap talk hardware amaze however software something like colour os software didnt like phone,Positive
217,OPPO Find X2,Don't Waste Your Hard Earned Money on this Hyped Phone !,5.0,oppo find x worst selfie camera possible even worst mid rangers like oppo reno rear camera use two year old sony imx sensor second day purchase much disappoint want refund possible,Very Negative
218,OPPO Find X2,Superb(a bit expensive)flagship phone from oppo,3.0,pros superb display par oneplus pro samsung series line hz qhd screen breathtaking main camera nd selfie cameras good charge mins game browse internet use phone breeze thank sd processor phone last hrs full charge normal usage phone build quality superb nd sturdy right oneplus nd samsung flagships colouros evolve comparable oneui samsung screen temper glass pre instal phone back cover give box also goodcons ultrawide camera average compare oneplus pro type c earphones give box mediocre k price tag inbuilt oppo app market show ads font nd theme customisation pay use ip miss flagship costly fingerprint sensor quick samsung series,Negative
219,OPPO Find X2,Great experience,1.0,suparb profermance soupar lookafter day experience feel real ultimatetoo many new experience phonemay cost much best look proforms,Positive
220,OPPO Find X2,Not a phone for everyone,5.0,phone make sense specific set people buy lot deliberation whether go one plus way oppo find x person use super heavy user atleast full charge day game professional use email conf call video choose one barely three factor min get near full charge phone worth one reason screen hz screen make huge difference compare speaker one best speakers plus k discount one time screen replacement warranty con charger shape ideal plug interfere next plug point switch lighter cable higher quality coloros actually turn way better think minimalist material design fast still provide option remove remain box apps worry ip camera last years drop phone pool least get break screen use camera phone much never factor look use phone last years count make sense usage leave things,Negative
221,OPPO Find X2,Absolute Beast With Bestest Display 🥰,3.0,even think point time easy back android use iphone use oppo find x thoughts totally blow away performance get love build quality even tell u display tell u one thing oppo find x best display smartphone planet earth till today way charge battery w supervooc charger insane let tell u pros first display bestest smartphone ever flawless performance best chipset inside world fastest charge phone superfast read n write speed ufs storage good camera best need software upgrade better haptic motor compare flagships best sound price range android marketnow talk con battery backup upto flagship level hurt much w supervooc charger always get accidental touch due curve display bite slippery get fingerprint back glass hardcase provide box quality pre apply screen protector bad single good quality screen protector case find anywhere till bite annoy highly recommend go one oppo find x real flagship,Very Positive
222,OPPO Find X2,Super,5.0,true flagship,Netural
223,OPPO Find X2,Flagship from Oppo !,5.0,display top notch video stream absolute pleasure use phone ultra vision engine dolby atmos stand charge around mins photos good videos far better expect auto focus speed stability highlight ui clean color os definetely get better heat issue get clear hrs screen time heavy usage hz auto fhd qhd day use update thoughts spend time edit attatched camera sample weeks use display one best video stream one best experience use netflix youtube charge battery battery last hrs heavy usage constantly fully charge minutes battery standby also good camera good depend individuals use person demand cam good experience front camera really good give decent selfies observe dynamic range difference shift normal ultrawide sensor heat issue heavy usage charge observe record video regions around rear cam get heat record much issue ui okayish could definitely improve use oneplus years shift oxygen color os observable one hand mode great use curve edge design beautiful case send along phone also good charger wire could better quality also unavailability quality case phone wait buy oneplus pro due unavailability display issue go one regret almost identical oneplus offer except smaller ultrawide camera sensors increase price k price would perfect around k k final verdict depend persons preference person would want premium feel smartphone excellent display video streming experience good design good camera setup fast charge go one would definitely win hearts quality product oppo,Very Positive
224,OPPO Find X2,Wonderful phone ...,5.0,wonderful product love charge mins display awesome speed hz refresh rate add phone battery life little concern superb phone bring first day sale phone look premium curve display ceramic back super grip overall superb better one plus pro,Very Positive
225,OPPO Find X2,OPPO Findx2  Elegant phone with best of technology,5.0,read products review everywhere youtube news article initially little sceptical invest k oppo product deliver overall experience oppo totally change aware oneplus manufacture oppo hence quality durability never barrier oneplus market online oppo offline difference rest everything come product oppo find x impress st impression box product make sure customer feel premium first look admit invest lot box screen main usp product use apple samsung earlier find x best best term screen hz refresh rate resolution everything best eye protection flicker free screen worry web series charge w charge unbelievable never wait charge phone plug phone ready single day watch netflix hours battery consume processor best qualcomm processor think slow speed history g enable cherry cake better expect flagship phone think next two year upgrade phone wifi never think wifi version make difference network speed lag free never find delay open page overall best phone premium segment think twice really want purchase phone invest brand go oppo find x,Negative
226,OPPO Find X2,"Beat charging, Icon in the notification and battery icon wifi Icon and all stock icons are cheap",5.0,phone awesome great camera however buy expensive phone get bloatware fast charge amaze best thing phonenow things like phone icons compare another premium phone like oneplus samsung stock icons look sharp define icons notification panel look chinese cheap pure cheap talk hardware amaze however software something like colour os software didnt like phone,Positive
227,OPPO Find X2,Don't Waste Your Hard Earned Money on this Hyped Phone !,5.0,oppo find x worst selfie camera possible even worst mid rangers like oppo reno rear camera use two year old sony imx sensor second day purchase much disappoint want refund possible,Very Negative
228,OPPO Find X2,Superb(a bit expensive)flagship phone from oppo,3.0,pros superb display par oneplus pro samsung series line hz qhd screen breathtaking main camera nd selfie cameras good charge mins game browse internet use phone breeze thank sd processor phone last hrs full charge normal usage phone build quality superb nd sturdy right oneplus nd samsung flagships colouros evolve comparable oneui samsung screen temper glass pre instal phone back cover give box also goodcons ultrawide camera average compare oneplus pro type c earphones give box mediocre k price tag inbuilt oppo app market show ads font nd theme customisation pay use ip miss flagship costly fingerprint sensor quick samsung series,Negative
229,OPPO Find X2,Great experience,1.0,suparb profermance soupar lookafter day experience feel real ultimatetoo many new experience phonemay cost much best look proforms,Positive
230,OPPO Find X2,Not a phone for everyone,5.0,phone make sense specific set people buy lot deliberation whether go one plus way oppo find x person use super heavy user atleast full charge day game professional use email conf call video choose one barely three factor min get near full charge phone worth one reason screen hz screen make huge difference compare speaker one best speakers plus k discount one time screen replacement warranty con charger shape ideal plug interfere next plug point switch lighter cable higher quality coloros actually turn way better think minimalist material design fast still provide option remove remain box apps worry ip camera last years drop phone pool least get break screen use camera phone much never factor look use phone last years count make sense usage leave things,Negative
231,OPPO Find X2,Absolute Beast With Bestest Display 🥰,3.0,even think point time easy back android use iphone use oppo find x thoughts totally blow away performance get love build quality even tell u display tell u one thing oppo find x best display smartphone planet earth till today way charge battery w supervooc charger insane let tell u pros first display bestest smartphone ever flawless performance best chipset inside world fastest charge phone superfast read n write speed ufs storage good camera best need software upgrade better haptic motor compare flagships best sound price range android marketnow talk con battery backup upto flagship level hurt much w supervooc charger always get accidental touch due curve display bite slippery get fingerprint back glass hardcase provide box quality pre apply screen protector bad single good quality screen protector case find anywhere till bite annoy highly recommend go one oppo find x real flagship,Very Positive
232,OPPO Find X2,Super,5.0,true flagship,Netural
233,OPPO Find X2,Flagship from Oppo !,5.0,display top notch video stream absolute pleasure use phone ultra vision engine dolby atmos stand charge around mins photos good videos far better expect auto focus speed stability highlight ui clean color os definetely get better heat issue get clear hrs screen time heavy usage hz auto fhd qhd day use update thoughts spend time edit attatched camera sample weeks use display one best video stream one best experience use netflix youtube charge battery battery last hrs heavy usage constantly fully charge minutes battery standby also good camera good depend individuals use person demand cam good experience front camera really good give decent selfies observe dynamic range difference shift normal ultrawide sensor heat issue heavy usage charge observe record video regions around rear cam get heat record much issue ui okayish could definitely improve use oneplus years shift oxygen color os observable one hand mode great use curve edge design beautiful case send along phone also good charger wire could better quality also unavailability quality case phone wait buy oneplus pro due unavailability display issue go one regret almost identical oneplus offer except smaller ultrawide camera sensors increase price k price would perfect around k k final verdict depend persons preference person would want premium feel smartphone excellent display video streming experience good design good camera setup fast charge go one would definitely win hearts quality product oppo,Very Positive
234,OPPO Find X2,Wonderful phone ...,5.0,wonderful product love charge mins display awesome speed hz refresh rate add phone battery life little concern superb phone bring first day sale phone look premium curve display ceramic back super grip overall superb better one plus pro,Very Positive
235,OPPO Find X2,OPPO Findx2  Elegant phone with best of technology,5.0,read products review everywhere youtube news article initially little sceptical invest k oppo product deliver overall experience oppo totally change aware oneplus manufacture oppo hence quality durability never barrier oneplus market online oppo offline difference rest everything come product oppo find x impress st impression box product make sure customer feel premium first look admit invest lot box screen main usp product use apple samsung earlier find x best best term screen hz refresh rate resolution everything best eye protection flicker free screen worry web series charge w charge unbelievable never wait charge phone plug phone ready single day watch netflix hours battery consume processor best qualcomm processor think slow speed history g enable cherry cake better expect flagship phone think next two year upgrade phone wifi never think wifi version make difference network speed lag free never find delay open page overall best phone premium segment think twice really want purchase phone invest brand go oppo find x,Negative
236,OPPO Find X2,"Beat charging, Icon in the notification and battery icon wifi Icon and all stock icons are cheap",5.0,phone awesome great camera however buy expensive phone get bloatware fast charge amaze best thing phonenow things like phone icons compare another premium phone like oneplus samsung stock icons look sharp define icons notification panel look chinese cheap pure cheap talk hardware amaze however software something like colour os software didnt like phone,Positive
237,OPPO Find X2,Don't Waste Your Hard Earned Money on this Hyped Phone !,5.0,oppo find x worst selfie camera possible even worst mid rangers like oppo reno rear camera use two year old sony imx sensor second day purchase much disappoint want refund possible,Very Negative
238,OPPO Find X2,Superb(a bit expensive)flagship phone from oppo,3.0,pros superb display par oneplus pro samsung series line hz qhd screen breathtaking main camera nd selfie cameras good charge mins game browse internet use phone breeze thank sd processor phone last hrs full charge normal usage phone build quality superb nd sturdy right oneplus nd samsung flagships colouros evolve comparable oneui samsung screen temper glass pre instal phone back cover give box also goodcons ultrawide camera average compare oneplus pro type c earphones give box mediocre k price tag inbuilt oppo app market show ads font nd theme customisation pay use ip miss flagship costly fingerprint sensor quick samsung series,Negative
239,OPPO Find X2,Great experience,1.0,suparb profermance soupar lookafter day experience feel real ultimatetoo many new experience phonemay cost much best look proforms,Positive
240,OPPO Find X2,Not a phone for everyone,5.0,phone make sense specific set people buy lot deliberation whether go one plus way oppo find x person use super heavy user atleast full charge day game professional use email conf call video choose one barely three factor min get near full charge phone worth one reason screen hz screen make huge difference compare speaker one best speakers plus k discount one time screen replacement warranty con charger shape ideal plug interfere next plug point switch lighter cable higher quality coloros actually turn way better think minimalist material design fast still provide option remove remain box apps worry ip camera last years drop phone pool least get break screen use camera phone much never factor look use phone last years count make sense usage leave things,Negative
241,OPPO Find X2,Absolute Beast With Bestest Display 🥰,3.0,even think point time easy back android use iphone use oppo find x thoughts totally blow away performance get love build quality even tell u display tell u one thing oppo find x best display smartphone planet earth till today way charge battery w supervooc charger insane let tell u pros first display bestest smartphone ever flawless performance best chipset inside world fastest charge phone superfast read n write speed ufs storage good camera best need software upgrade better haptic motor compare flagships best sound price range android marketnow talk con battery backup upto flagship level hurt much w supervooc charger always get accidental touch due curve display bite slippery get fingerprint back glass hardcase provide box quality pre apply screen protector bad single good quality screen protector case find anywhere till bite annoy highly recommend go one oppo find x real flagship,Very Positive
242,OPPO Find X2,Super,5.0,true flagship,Netural
243,OPPO Find X2,Flagship from Oppo !,5.0,display top notch video stream absolute pleasure use phone ultra vision engine dolby atmos stand charge around mins photos good videos far better expect auto focus speed stability highlight ui clean color os definetely get better heat issue get clear hrs screen time heavy usage hz auto fhd qhd day use update thoughts spend time edit attatched camera sample weeks use display one best video stream one best experience use netflix youtube charge battery battery last hrs heavy usage constantly fully charge minutes battery standby also good camera good depend individuals use person demand cam good experience front camera really good give decent selfies observe dynamic range difference shift normal ultrawide sensor heat issue heavy usage charge observe record video regions around rear cam get heat record much issue ui okayish could definitely improve use oneplus years shift oxygen color os observable one hand mode great use curve edge design beautiful case send along phone also good charger wire could better quality also unavailability quality case phone wait buy oneplus pro due unavailability display issue go one regret almost identical oneplus offer except smaller ultrawide camera sensors increase price k price would perfect around k k final verdict depend persons preference person would want premium feel smartphone excellent display video streming experience good design good camera setup fast charge go one would definitely win hearts quality product oppo,Very Positive
244,OPPO Find X2,Wonderful phone ...,5.0,wonderful product love charge mins display awesome speed hz refresh rate add phone battery life little concern superb phone bring first day sale phone look premium curve display ceramic back super grip overall superb better one plus pro,Very Positive
245,OPPO Find X2,OPPO Findx2  Elegant phone with best of technology,5.0,read products review everywhere youtube news article initially little sceptical invest k oppo product deliver overall experience oppo totally change aware oneplus manufacture oppo hence quality durability never barrier oneplus market online oppo offline difference rest everything come product oppo find x impress st impression box product make sure customer feel premium first look admit invest lot box screen main usp product use apple samsung earlier find x best best term screen hz refresh rate resolution everything best eye protection flicker free screen worry web series charge w charge unbelievable never wait charge phone plug phone ready single day watch netflix hours battery consume processor best qualcomm processor think slow speed history g enable cherry cake better expect flagship phone think next two year upgrade phone wifi never think wifi version make difference network speed lag free never find delay open page overall best phone premium segment think twice really want purchase phone invest brand go oppo find x,Negative
246,OPPO Find X2,"Beat charging, Icon in the notification and battery icon wifi Icon and all stock icons are cheap",5.0,phone awesome great camera however buy expensive phone get bloatware fast charge amaze best thing phonenow things like phone icons compare another premium phone like oneplus samsung stock icons look sharp define icons notification panel look chinese cheap pure cheap talk hardware amaze however software something like colour os software didnt like phone,Positive
247,OPPO Find X2,Don't Waste Your Hard Earned Money on this Hyped Phone !,5.0,oppo find x worst selfie camera possible even worst mid rangers like oppo reno rear camera use two year old sony imx sensor second day purchase much disappoint want refund possible,Very Negative
248,OPPO Find X2,Superb(a bit expensive)flagship phone from oppo,3.0,pros superb display par oneplus pro samsung series line hz qhd screen breathtaking main camera nd selfie cameras good charge mins game browse internet use phone breeze thank sd processor phone last hrs full charge normal usage phone build quality superb nd sturdy right oneplus nd samsung flagships colouros evolve comparable oneui samsung screen temper glass pre instal phone back cover give box also goodcons ultrawide camera average compare oneplus pro type c earphones give box mediocre k price tag inbuilt oppo app market show ads font nd theme customisation pay use ip miss flagship costly fingerprint sensor quick samsung series,Negative
249,OPPO Find X2,Great experience,1.0,suparb profermance soupar lookafter day experience feel real ultimatetoo many new experience phonemay cost much best look proforms,Positive
250,OPPO Find X2,Not a phone for everyone,5.0,phone make sense specific set people buy lot deliberation whether go one plus way oppo find x person use super heavy user atleast full charge day game professional use email conf call video choose one barely three factor min get near full charge phone worth one reason screen hz screen make huge difference compare speaker one best speakers plus k discount one time screen replacement warranty con charger shape ideal plug interfere next plug point switch lighter cable higher quality coloros actually turn way better think minimalist material design fast still provide option remove remain box apps worry ip camera last years drop phone pool least get break screen use camera phone much never factor look use phone last years count make sense usage leave things,Negative
251,OPPO Find X2,Absolute Beast With Bestest Display 🥰,3.0,even think point time easy back android use iphone use oppo find x thoughts totally blow away performance get love build quality even tell u display tell u one thing oppo find x best display smartphone planet earth till today way charge battery w supervooc charger insane let tell u pros first display bestest smartphone ever flawless performance best chipset inside world fastest charge phone superfast read n write speed ufs storage good camera best need software upgrade better haptic motor compare flagships best sound price range android marketnow talk con battery backup upto flagship level hurt much w supervooc charger always get accidental touch due curve display bite slippery get fingerprint back glass hardcase provide box quality pre apply screen protector bad single good quality screen protector case find anywhere till bite annoy highly recommend go one oppo find x real flagship,Very Positive
252,OPPO Find X2,Super,5.0,true flagship,Netural
253,OPPO Find X2,Flagship from Oppo !,5.0,display top notch video stream absolute pleasure use phone ultra vision engine dolby atmos stand charge around mins photos good videos far better expect auto focus speed stability highlight ui clean color os definetely get better heat issue get clear hrs screen time heavy usage hz auto fhd qhd day use update thoughts spend time edit attatched camera sample weeks use display one best video stream one best experience use netflix youtube charge battery battery last hrs heavy usage constantly fully charge minutes battery standby also good camera good depend individuals use person demand cam good experience front camera really good give decent selfies observe dynamic range difference shift normal ultrawide sensor heat issue heavy usage charge observe record video regions around rear cam get heat record much issue ui okayish could definitely improve use oneplus years shift oxygen color os observable one hand mode great use curve edge design beautiful case send along phone also good charger wire could better quality also unavailability quality case phone wait buy oneplus pro due unavailability display issue go one regret almost identical oneplus offer except smaller ultrawide camera sensors increase price k price would perfect around k k final verdict depend persons preference person would want premium feel smartphone excellent display video streming experience good design good camera setup fast charge go one would definitely win hearts quality product oppo,Very Positive
254,OPPO Find X2,Wonderful phone ...,5.0,wonderful product love charge mins display awesome speed hz refresh rate add phone battery life little concern superb phone bring first day sale phone look premium curve display ceramic back super grip overall superb better one plus pro,Very Positive
255,OPPO Find X2,OPPO Findx2  Elegant phone with best of technology,5.0,read products review everywhere youtube news article initially little sceptical invest k oppo product deliver overall experience oppo totally change aware oneplus manufacture oppo hence quality durability never barrier oneplus market online oppo offline difference rest everything come product oppo find x impress st impression box product make sure customer feel premium first look admit invest lot box screen main usp product use apple samsung earlier find x best best term screen hz refresh rate resolution everything best eye protection flicker free screen worry web series charge w charge unbelievable never wait charge phone plug phone ready single day watch netflix hours battery consume processor best qualcomm processor think slow speed history g enable cherry cake better expect flagship phone think next two year upgrade phone wifi never think wifi version make difference network speed lag free never find delay open page overall best phone premium segment think twice really want purchase phone invest brand go oppo find x,Negative
256,OPPO Find X2,"Beat charging, Icon in the notification and battery icon wifi Icon and all stock icons are cheap",5.0,phone awesome great camera however buy expensive phone get bloatware fast charge amaze best thing phonenow things like phone icons compare another premium phone like oneplus samsung stock icons look sharp define icons notification panel look chinese cheap pure cheap talk hardware amaze however software something like colour os software didnt like phone,Positive
257,OPPO Find X2,Don't Waste Your Hard Earned Money on this Hyped Phone !,5.0,oppo find x worst selfie camera possible even worst mid rangers like oppo reno rear camera use two year old sony imx sensor second day purchase much disappoint want refund possible,Very Negative
258,OPPO Find X2,Superb(a bit expensive)flagship phone from oppo,3.0,pros superb display par oneplus pro samsung series line hz qhd screen breathtaking main camera nd selfie cameras good charge mins game browse internet use phone breeze thank sd processor phone last hrs full charge normal usage phone build quality superb nd sturdy right oneplus nd samsung flagships colouros evolve comparable oneui samsung screen temper glass pre instal phone back cover give box also goodcons ultrawide camera average compare oneplus pro type c earphones give box mediocre k price tag inbuilt oppo app market show ads font nd theme customisation pay use ip miss flagship costly fingerprint sensor quick samsung series,Negative
259,OPPO Find X2,Great experience,1.0,suparb profermance soupar lookafter day experience feel real ultimatetoo many new experience phonemay cost much best look proforms,Positive
260,OPPO Find X2,Not a phone for everyone,5.0,phone make sense specific set people buy lot deliberation whether go one plus way oppo find x person use super heavy user atleast full charge day game professional use email conf call video choose one barely three factor min get near full charge phone worth one reason screen hz screen make huge difference compare speaker one best speakers plus k discount one time screen replacement warranty con charger shape ideal plug interfere next plug point switch lighter cable higher quality coloros actually turn way better think minimalist material design fast still provide option remove remain box apps worry ip camera last years drop phone pool least get break screen use camera phone much never factor look use phone last years count make sense usage leave things,Negative
261,OPPO Find X2,Absolute Beast With Bestest Display 🥰,3.0,even think point time easy back android use iphone use oppo find x thoughts totally blow away performance get love build quality even tell u display tell u one thing oppo find x best display smartphone planet earth till today way charge battery w supervooc charger insane let tell u pros first display bestest smartphone ever flawless performance best chipset inside world fastest charge phone superfast read n write speed ufs storage good camera best need software upgrade better haptic motor compare flagships best sound price range android marketnow talk con battery backup upto flagship level hurt much w supervooc charger always get accidental touch due curve display bite slippery get fingerprint back glass hardcase provide box quality pre apply screen protector bad single good quality screen protector case find anywhere till bite annoy highly recommend go one oppo find x real flagship,Very Positive
262,OPPO Find X2,Super,5.0,true flagship,Netural
263,OPPO Find X2,Flagship from Oppo !,5.0,display top notch video stream absolute pleasure use phone ultra vision engine dolby atmos stand charge around mins photos good videos far better expect auto focus speed stability highlight ui clean color os definetely get better heat issue get clear hrs screen time heavy usage hz auto fhd qhd day use update thoughts spend time edit attatched camera sample weeks use display one best video stream one best experience use netflix youtube charge battery battery last hrs heavy usage constantly fully charge minutes battery standby also good camera good depend individuals use person demand cam good experience front camera really good give decent selfies observe dynamic range difference shift normal ultrawide sensor heat issue heavy usage charge observe record video regions around rear cam get heat record much issue ui okayish could definitely improve use oneplus years shift oxygen color os observable one hand mode great use curve edge design beautiful case send along phone also good charger wire could better quality also unavailability quality case phone wait buy oneplus pro due unavailability display issue go one regret almost identical oneplus offer except smaller ultrawide camera sensors increase price k price would perfect around k k final verdict depend persons preference person would want premium feel smartphone excellent display video streming experience good design good camera setup fast charge go one would definitely win hearts quality product oppo,Very Positive
264,OPPO Find X2,Wonderful phone ...,5.0,wonderful product love charge mins display awesome speed hz refresh rate add phone battery life little concern superb phone bring first day sale phone look premium curve display ceramic back super grip overall superb better one plus pro,Very Positive
